見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
RIDE ON SUSAMI 2017,枯木灘サイクリングフェスタ,,スタート・ゴール：すさみ海水浴場（すさみ町）,11月19日（日）6:30?,,中学生以上(中学生は保護者同伴),400人（先着順）,"5,000円",10月20日までに公式HP,すさみ町サイクリング大会事務局 電話0739-24-2800,,,,,http://ride-on-susami.com/,,,
名作シネマシアター,,,,10月29日（日）10:30?,県民文化会館（和歌山市）,,"1,989人（全席自由）",450円（前売400円）,,,電話、インターネットで会場電話073-436-1331※各プレイガイドでも発売,,,,http://www.wacaf.or.jp/index.html,,,
福祉のまちづくり施設アドバイザー派遣,既存民間施設のバリアフリー化を支援するため、改修工事を行う際のアドバイスを実施するアドバイザー（建築士）を無料で派遣しますので、ご活用ください。詳しくは問い合わせ先まで,,,,,,,,,県庁建築住宅課,,,,,,,,
観光カリスマ講座,観光先進地のキーパーソンを招き、ユニークな発想のほか実践実例を学習,,,：(1)10月26日 (2)11月9日(3)30日(4)12月14日(5)平成30年1月11日いずれも木曜18:00?19:30,和歌山大学（和歌山市）,,各80人（先着順）,,,,ファックス、Eメールで所定の申込書（申込先、WEBサイトで配布）を会場電話073-457-8581　ファックス073-457-8553,,,,https://www.wakayama-u.ac.jp/tourism/,,t-renkei@center.wakayama-u.ac.jp ,
ひとり親家庭のライフプランニング,,,,（1)11月25日(土)(2)12月9日(土),(1)御坊市中央公民館(2)粉河ふるさとセンター（紀の川市）,県内在住（和歌山市除く）のひとり親家庭の父、母、子（20歳未満）、寡婦の方,各20人（抽選）,,,,郵送（往復ハガキ）、ファックスで住所、氏名、生年月日、電話番号を10月27日までに県母子家庭等就業・自立支援センター〒640-8423和歌山市松江中1-4-2 電話073-452-2700　ファックス073-499-8620※一時保育（有料）は要予約 ,,,,http://zenbo.org/121center_soshiki.html,,,
子供・若者育成支援県民大会,青少年健全育成功労者・団体への表彰など,,,11月11日（土）13:30?16:00,上富田文化会館（上富田町）,,600人,,,県庁青少年・男女共同参画課,,,,,http://www.pref.wakayama.lg.jp/prefg/031400/index.html,,,
県立医大保健看護学部公開講座,健康づくり講演、体験イベント,,,11月11日（土）13:00?15:00,県立医大保健看護学部（和歌山市）,18歳以上,100人（先着順）,,,,郵送、ファックスで住所、氏名、年齢、電話番号を県立医大保健看護学部事務室〒641-0011和歌山市三葛580電話073-446-6700　ファックス073-446-6720,,,,http://www.wakayama-med.ac.jp/,,,
県消費者教育講座,,,,11月5日（日）13:00?16:30,中央コミュニティセンター（和歌山市）,,100人（先着順）,,,,郵送、ファックスで所定の申込書（申込先、WEBサイト、各振興局総務県民課で配布）を県庁県民生活課ファックス073-433-1771,,,,http://www.pref.wakayama.lg.jp/prefg/031300/index.html,,,
わかやま産品商談会in和歌山,,,,10月25日（水）13:00?16:00,ダイワロイネットホテル和歌山（和歌山市）,食品などの仕入れを行う事業者,,,,,電話、ファックス、Eメールで所定の申込書（申込先、WEBサイトで配布）をわかやま産業振興財団電話073-432-3227　ファックス073-432-3314,,,,http://www.yarukiouendan.jp/topics/20170818/%e3%80%8c%e3%82%8f%e3%81%8b%e3%82%84%e3%81%be%e7%94%a3%e5%93%81%e5%95%86%e8%ab%87%e4%bc%9ain%e5%92%8c%e6%ad%8c%e5%b1%b1%e3%80%8d%e8%b3%bc%e8%b2%b7%e4%bc%81%e6%a5%ad%e3%81%ae%e5%8b%9f%e9%9b%86/,,kigyou@yarukiouendan.jp,
安全・安心まちづくり県民大会,防犯功労者への表彰、防犯講演,,,10月11日（水）14:00?16:00,県民文化会館(和歌山市）,,300人（先着順）,,,県庁県民生活課,,,,,http://www.pref.wakayama.lg.jp/prefg/031300/index.html,,,
紀の国わかやまものづくりフェア,木工、万華鏡作り、左官などの体験のほか、職人による実演,,,10月21日（土）10:30?16:00,和歌山ビッグウエーブ（和歌山市）,,,,,県技能振興コーナー 電話073-499-6484,,,,,http://w-syokunou.com/,,,
就職フェア,企業と個別面談形式の合同説明会,岩出市・紀の川市,,10月22日（日）13:00?16:00,岩出市総合保健福祉センター,一般求職者、平成30年3月卒業予定者,,,,県庁労働政策課　,,,,,http://www.pref.wakayama.lg.jp/prefg/060600/,,,
就職フェア,企業と個別面談形式の合同説明会,橋本市・伊都地域,,11月3日（祝）13:00?15:30,橋本商工会館（橋本市）,一般求職者、平成30年3月卒業予定者,,,,県庁労働政策課　,,,,,http://www.pref.wakayama.lg.jp/prefg/060600/,,,
和歌浦漁港朝市（おっとっと広場）,鮮魚販売、もちまきなど,,,11月3日（祝）10:00?14:00,和歌浦漁港内（和歌山市）,,,,,ベイサイド和歌浦電話073-446-3308,,,,,,,,
マイナポータルの本格運用がはじまります！,マイナポータルとは、マイナンバーカードを利用し、行政からのお知らせや申請をインターネットで行える自分専用のポータルサイトです。本年秋から本格運用の予定ですので、ぜひご利用ください。,,,,,,,,,県庁市町村課マイナンバー総合フリーダイヤルフリーダイヤル0120-95-0178平日9:30?20:00土日祝9:30?17:30※年末年始を除く,,,,,https://myna.go.jp/SCK0101_01_001/SCK0101_01_001_InitDiscsys.form,,,
県営住宅入居者,申込用紙配布：11月1?10日9:00?17:00（土日祝除く）配布場所：県住宅供給公社、振興局建設部（海草、伊都、有田除く）など【和歌山市】和歌山東・和歌山東（事故住宅）（＊）・川永1号棟（事故住宅）・川永23号棟（肢体障害者向け・事故住宅）（＊）・川永17?24号棟（＊）・川永17?24号棟（事故住宅）（＊）・延時・三葛・東松江（＊）・今福第二（＊）・西浜（＊） 各1戸/栄谷・千旦第二・千旦1?9号棟・楠見・ニューかわなが 各2戸/紀伊（＊）・西脇グリーン 各3戸【岩出市】鴨沼1?5号棟・鴨沼6号棟 各1戸【紀の川市】長山3戸【橋本市】野1戸【かつらぎ町】笠田（事故住宅）1戸【海南市】海南あっそ（＊）2戸【紀美野町】野上1戸/小畑2戸【有田市】宮原1戸/港2戸/糸我3戸【有田川町】吉原1戸/徳田4戸【湯浅町】青木1戸問い合わせ：県住宅供給公社 電話073-425-6888【御坊市】下富安（視覚障害者向）・ 下富安（事故住宅）・藤田 各1戸問い合わせ：日高振興局建設部 総務調整課 電話0738-24-2908【田辺市】新万・内ノ浦・中芳養・鮎川・栗栖川・西跡之浦（肢体障害者向） 各1戸【白浜町】日置・日置（事故住宅）・椿・阪田 各1戸【上富田町】丹田台・岡 各1戸問い合わせ：西牟婁振興局建設部 建築課 電話0739-26-7922【串本町】出雲1戸【すさみ町】すさみ1戸問い合わせ：東牟婁振興局串本建設部 総務用地課 電話0735-62-0755【新宮市】佐野1戸/丸山2戸【那智勝浦町】宇久井1戸【太地町】平見1戸問い合わせ：東牟婁振興局新宮建設部 総務調整課 電話0735-21-9624※（＊）はバリアフリー化された住戸※上記は予定であり、確定は11月1日詳しくは要問合せ,,,,,,,,,,,,,,,,,
特定公共賃貸住宅入居者?中堅所得者層向け?,申込用紙配布：11月1?10日 9:00?17:00（土日祝除く）,"【和歌山市】ニューかわなが1戸（4LDK63,000円）/城北2戸・城北（事故住宅）1戸（3LDK72,000円）",,,,,,,,県住宅供給公社 電話073-425-6888,,,,問合先,,,,
12月開始の職業訓練受講生,就職に有利な専門知識や技能を習得,科目：(1)パソコン基礎科(2)介護訓練科（初級）（障害者対象）(3)ビル管理技術科(4)介護初級科,,,：(1)和歌山市、橋本市、有田市、新宮市(2)?(3)和歌山市(4)御坊市,,,,,,ハローワーク（申込締切日あり）※詳しくはWEBサイトを確認,,,,http://wakayama-roudoukyoku.jsite.mhlw.go.jp/riyousha_mokuteki_menu/kyushokuchu/201712.html,,,
紀北青少年の家 ,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531http://www.kihokuseisyounen.com/,それ行け　フルーツ狩り ,,11月11日（土）?12日（日）1泊2日,,小学4年?中学3年生,40人（先着順）,"4,000円",10月28日まで,,,,,,,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,サンタが白崎にやって来る♪ ,クリスマスパーティ、ケーキ作りなど,12月9日（土）?10日（日）1泊2日,,小学３年生以下は保護者同伴,40人（先着順）,"4,000円?4,820円",10月9日?11月25日,,,,,,,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182http://omoshiro-yh.com/,キャンドルアート ,オリジナルキャンドル作り,11月25日（土）?26日（日）1泊2日,,小学4年?中学3年生,30人（先着順）,"4,600円",10月17日?11月8日,,,,,,,,,
県立学校実習助手・寄宿舎指導員・特別支援学校自立教科教諭（理容）,採用予定人数：実習助手（理科2人）、特別支援学校の実習助手2人、特別支援学校の寄宿舎指導員2人、特別支援学校高等部（聴覚障害生徒）の自立教科教諭（理容）若干名,,,12月2日（土）,県立和歌山商業高校（和歌山市）,,,,,,郵送（簡易書留）で11月6日までに県教育庁学校人事課 ,申込先、県WEBサイト,,,http://www.pref.wakayama.lg.jp/prefg/500800/500800.html,,,
県立自然博物館学芸員,,,各1人程度,：(1)淡水魚類・淡水生物分野12月6日(2)鳥類・ほ乳類分野12月13日※事前に書類審査あり,,学芸員資格を有し（平成30年3月31日までに取得見込みを含む）、実務経験がある昭和33年4月2日以降に生まれた方など,,,,,郵送(簡易書留)で11月5日までに県立自然博物館〒642-0001 海南市船尾370-1 電話073-483-1777,,,申込先、WEBサイトなど,http://www.shizenhaku.wakayama-c.ed.jp/,,,
毒物劇物取扱者,試験種別：(1)一般(2)農業用(3)特定,,,平成30年2月4日(日)13:30?15:30,プラザホープ(和歌山市)、西牟婁振興局(田辺市),,,"10,500円(受験手数料)",,,郵送、持参で10月23日?11月6日に県庁薬務課、県立保健所(支所) ,,,申込先、WEBサイト,http://www.pref.wakayama.lg.jp/prefg/050400/siken/dokugekisiken15.html,,,
技能検定試験（後期）,職種：工場板金・配管など等級：特級・1級・2級・3級・単一等級資格：実務経験など要件有,,,12月4日?平成30年2月18日（受検票で通知）,（受検票で通知）,,,"学科試験 3,100円、実技試験17,900円（上限）",,,郵送、持参で10月2?13日に県職業能力開発協会〒640-8272 和歌山市砂山南3-3-38 電話073-425-4555,,,申込先、県庁労働政策課、振興局企画産業課、市町村,http://w-syokunou.com/,,,
農林大学校学生農学部一般入試,,,,12月11日（月）,県農林大学校(かつらぎ町),,園芸30人・アグリビジネス10人,,,,郵送、持参で11月20日?12月4日に会場〒649-7112かつらぎ町中飯降422 電話0736-22-2203,,,,http://www.ag-wakayama.ac.jp/,,,
